title,review,rating,date,label
Amando meu Redmi Note 8,Aparelho lindo! 😍Chegou no primeiro dia do prazo determinado.Loja Fênix mandou tudo direitinho.,5.0,30/11/2019,Good
Deu problema...,"4 meses de uso e o volume parou de funcionar, é preciso reiniciar o celular para voltar e em seguida some novamente. Loja Fênix não responde...",1.0,20/07/2020,Bad
Celular Xiaomi Redmi Note 8,"Produto excelente, vendedor confiável. Chegou antes do prazo combinado. Recomendo!!!",5.0,30/06/2020,Good
Ótimo custo benefício,"Ótimo produto, câmera um pouco abaixo do que eu esperava mas muito boa mesmo assim. Ótima relação custo benefício.",5.0,2/12/2019,Good
Ótimo,"Ótimo, chegou tudo certo, versão global e o carregador veio padrão brasileiro, recomendo",5.0,19/06/2020,Good
Produto chegou antes do prazo!,"Não tenho o que reclamar do vendedor, produto chegou antes do prazo, tudo certinho",5.0,11/07/2020,Good
Perfeição!!!!!,Celular top de mais!!! As fotos e os vídeos ficam incríveis. Imagens perfeitas. Estou encantada com o aparelho.,5.0,23/12/2019,Good
Ótimo custo benefício,"Celular perfeito pra faixa de preço, roda jogos com qualidade. Boa flexibilidade de câmeras, designer bonito",5.0,30/01/2020,Good
Entrega magnífica,"O redmi note 8 branco é lindo, agradeço pela rapidez e eficiência do vendedor. Produto chegou mais de uma semana antes da data prevista!",5.0,6/01/2020,Good
Excelente,"Excelente produto, chegou antes do combinado e tudo certinho",5.0,28/05/2020,Good
"Loja excelente, entrega rápida produto perfeito","Tudo perfeito... Entrega, rastreamento, embalagem e o celular mega top, estou muito feliz e satisfeita com a minha compra. Nota 1000!!!",5.0,7/12/2020,Good
Adorei,Chegou antes do tempo. Muito bom . Atendeu minhas expectativas. Recomendo.,5.0,12/07/2020,Good
A câmera e muito boa,"Estou Amando meu telefone, chegou antes do esperado e conforme estava na descrição.",5.0,6/07/2020,Good
Perfeito,"Chegou bem dentro do prazo.Celular perfeito, além de lindo superou todas as minhas expectativas.",5.0,21/01/2020,Good
Bateria durável,"Câmera muito boa, bateria chega a durar dois dias. Preço excelente para um celular de ótima qualidade.",5.0,10/03/2020,Good
Muito bom,"Custo-benefício excelente! Se você procura algo bom num preço justo, acabou de encontrar 😂",5.0,8/02/2020,Good
Muito bom,"Muito bom celular. Entrega rápida. Carregador fora dos padrões brasileiros, mas nada que um adaptador não resolva.",5.0,23/03/2020,Good
Melhor custo benefício,"Excelente produto, câmeras competentes, duração de bateria excelente sem contar do desempemho.",5.0,6/03/2020,Good
Excelente produto.,"Chegou rápido e como esperado, produto extremamento bonito com ótima qualidade",5.0,13/03/2020,Good
Aparelho muito bom!!,"Um otimo atendimento, entrega rápida, veio com carregador padrao br, ótimo aparelho!! Veio com nota e tudo mais! Recomendo😄",5.0,17/01/2020,Good
Ótimo celular. Melhor custo beneficio,Lindo celular. Muito rápido e com uma bateria excelente. A câmera então nem se fala. Recomendo sem medo,5.0,13/01/2020,Good
Uns dos melhores celulares que já tive até hoje,Celular excelente nada a reclamar!!,5.0,14/07/2020,Good
Celular muito bom 😊,"Celular incrível, o único defeito foi o carregador que veio modelo dos EUA fazendo com que eu tenha que comprar o adaptador.Demorou 20 dias para chegar.",5.0,1/02/2020,Good
Excelente!,Não tenho do que reclamar! Foi uma excelente aquisição!,5.0,17/02/2020,Good
Avaliação,"Produto de excelente qualidade, entrega antes do prazo , custo benefício extraordinário 👏👏",5.0,25/01/2020,Good
Xiaomi vale a pena comprar.,Gostei do celular foi um presente para meu filho ele adorou,5.0,20/05/2021,Good
"Bom, e barato","Ótimo custo benefício, entrega super rápido e dentro do prazo estipulado, não vem fone de ouvido padrão",5.0,14/02/2020,Good
Qualidade,"É um ótimo celular para jogos. Ainda estou me adaptando, mas é top.",5.0,6/07/2020,Good
Boa compra,"É um bom celular, chegou em perfeito estado e muito antes do prazo.",5.0,31/08/2020,Good
Ótimo produto,"Ótimo produto, primeira vez que compro um Xiaomi, um Smartphone com custo bem acessível com vários recursos.Recebi o produto antes da data prevista",5.0,30/04/2020,Good
Recomendo,Já faz mais de um ano que comprei e não tenho nenhum arrependimento,5.0,10/05/2021,Good
Impecável,Celular muito bom em todas as suas funcionalidades.,5.0,27/12/2020,Good
Bom Aparelho Custo / Benefício,"Comprei de presente para o meu filho. Os jogos dele rodam sem travar, e o azul do aparelho ele gostou muito.",5.0,8/12/2019,Good
"Como sempre, excelente!!","Como sempre, excelente!! Não perde em nada para outras marcas top de linha da Samsung ou Apple.",5.0,11/12/2019,Good
Android é samsung,"Eh bom, mas nao vejo a hora de ele chegar em sua vida util e eu voltar para a Samsung.",3.0,13/01/2020,Neutral
simplesmente amei,"NUNCA TINHA USADO UM CELULAR TÃO BOM DE BATERIA, ME SURPREENDI! MUITO BOM MESMO. E LINDO, ESTOU AMANDO.",5.0,14/12/2019,Good
Redmi note 8 é show.,"Gostei muito da qualidade da câmera,tanto para foto como video,som do auto falante alto,processador rápido,muito show.",5.0,14/11/2019,Good
SATISFEITO,Estou satisfeito com o aparelho apesar dele nao gravar ligacoes como o MI 8,4.0,14/02/2021,Good
Sensacional,"Produto sensacional, entrega mais rápida que já vi, tudo ótimo. Parabéns 👏",5.0,22/09/2020,Good
NÃO VEIO NOTA FISCAL,"A BATERIA DEVERIA DURAR UM POUCO MAIS, E O PRODUTO NÃO VEIO COM NOTA FISCAL",5.0,8/11/2020,Good
TIPO DO CARREGADOR,"O carregador não vem no nosso padrão, chateado, não liguei o celular ainda.",4.0,3/03/2021,Good
Câmera de excelente qualidade.,Câmera de excelente qualidade. Só não gostei porque o produto vem sem fone.,5.0,17/08/2020,Good
Ótimo produto em questão custo benefício,Ótimo produto e entrega rápida. Câmera muito boa. Só achei o tempo de carga da bateria demorado.,5.0,29/02/2020,Good
PARABENS AMAZON E START MAGAZINE,gostei muito do produto e a entrega foi super rapida somente 4 diasPARABENSSSSSSSS,5.0,30/01/2020,Good
Celular bom e de qualidade.,Câmera boa. Bateria dura bem (dois dias fácil para uso comum).Recomendo pelo custo benefício.,5.0,7/02/2020,Good
Muito abaixo das expectativas.,"O aparelho trava, tem problemas graves com o giroscópio e veio com carregador do modelo chinês.",2.0,8/04/2020,Bad
Melhor custo-benefício,"Chegou 1 dia antes do início da prévia de entrega. Muito bem embalado, com nota fiscal.O celular é lindo, rápido e tem uma câmera maravilhosa.Certeza que valeu a pena.",5.0,20/01/2020,Good
Excelente celular,Celular bacana e potente,5.0,17/03/2020,Good
Excelente,Excelente produto. Achei que teria problemas com o sistema operacional da xiaomi mas é super tranquilo de usar.,5.0,14/12/2019,Good
Redmi Note 8,"Celular top demais, chegou com 2 dias após o pagamento aqui em Santo André. Recomendo !",5.0,1/05/2020,Good
Celular top,Gostei de tudo... ótimo celular. Vendedor super rápido.,5.0,29/02/2020,Good
Aparelho fantástico,Ótimo aparelho uns dos melhores custo benefício do mercado hj sem dúvida.,4.0,16/12/2019,Good
Qualidade do produto,"Produto chegou como esperado muito bem embalado ,antes do prazo,com capa e pelicula estou amando....",5.0,18/03/2020,Good
.,Eu esperava mais da bateria.,4.0,18/08/2020,Good
Bom telefone.,Bom telefone celular.,4.0,14/02/2021,Good
ótimo,"tudo chegou conforme o anúncio, aparelho lindo, com tudo lacrado! Recomendo",5.0,23/01/2020,Good
Excelente investimento!,"Desenvolvimento do aparelho rápido, câmera incrível, áudio perfeito e bateria que dura.",5.0,3/04/2020,Good
Chega antes do prazo,"Produto atende as necessidades, custo benefício muito bom. Muito satisfeito.",5.0,23/11/2020,Good
Câmera frontal,A câmera frontal poderia ser melhor,5.0,4/04/2021,Good
Prazo de entregar,"Gostei muito, chegou antes do prazo",5.0,4/02/2021,Good
Produto de qualidade sem comparação,"Muito bom e de qualidade, bom desempenho e ótima performance. Estética top, e desing ótimo em todo o corpo (celular). Valeu Amazon e fornecedores.",5.0,18/02/2020,Good
"Top ,câmera excelente ,chegou super rápido",Estou amando muito bom a câmera então e top chegou muito rápido 2 dias úteis adorei super recomendo,5.0,3/02/2020,Good
Produto ótimo,"Produto de otima qualidade, chegou antes do prazo estimado super indico o produto e o vendedor  mayimports.",5.0,10/01/2020,Good
Tudo certo com o produto,"Produto de qualidade, vale a compra, rápido para execução dos aplicativos, estamos satisfeitos.",5.0,21/02/2020,Good
Produto recebido dentro do prazo.,"Produto atendeu todas as expectativas, custo benefício bom, atendimento bom, entrega dentro do prazo combinado.",5.0,28/12/2019,Good
Cliente satisfeito,Atendeu muito minhas expectativas o aparelho e muito bonito e funcional fácil de manusear valeu a pena pelo custo beneficio sem falar no vendedor muito atencioso e pontual na entrega,5.0,20/12/2019,Good
Ótimo aparelho,"Ótimo custo benefício,  comprei a quase dois anos e está perfeito.",4.0,26/02/2021,Good
Xiaomi,"Xiaomi nunca decepciona. Excelente aparelho, com boas cameras, tela de imagem bonita e rápido desempenho.",5.0,9/12/2019,Good
custo-benefício,"ótimo custo-benefício, a qualidade da tela é excepcional para vídeos/jogos",5.0,13/08/2020,Good
"Entrega rápido em dois dias ,produto perfeito na embalagem",Produto perfeito ... excelente qualidade! Não trava e câmera perfeita ....,5.0,19/04/2021,Good
Aparelho muito bom e eficiente,"Tudo perfeito. Estou muito feliz com a compra, pois o aparelho é excelente",5.0,7/08/2020,Good
Recomendo,"Excelente . Bateria duradoura,  fotos maravilhosas, mto bonito. Recomendo.",5.0,22/05/2021,Good
Celular smartphone maravilhoso! Recomendo,Excelente celular.Me atende perfeitamente! Amei! Entrega super rápida! Recomendo! Vendedor super atencioso!,5.0,7/01/2020,Good
Xiaomi redmi note 8,Otimo aparelho. Tinha um iPhone e mudei para o Xiaomi e até aqui não me arrependi. A Xiaomi me surpreendeu.,5.0,5/12/2019,Good
Ótimo aparelho,"Estou plenamente satisfeita com a compra. O celular tira ótima fotos, pois esse era o meu maior interesse.",5.0,12/12/2019,Good
"Xiaomi? Virei fã, ótimo custo benefício.","A bateria tem uma durabilidade para 2 dias, ótima definição de imagem câmera top, valeu cada centavo pago.",5.0,12/12/2019,Good
Excelente,"Excelente produto, é um celular muito bom pra que preza pela qualidade e pelo custo benefício.",5.0,6/03/2020,Good
Celular excelente !,"Gostei muito, atendeu todas as expectativas que imaginei, bom vendedor e ótimo aparelho, chegou em 2 dias !!!",5.0,20/11/2019,Good
"Muito bom, só precisa de tomada padrão Brasileiro","Produto chegou antes da data limite, tudo certinho, só poderia ter a tomada padrão.",5.0,27/02/2020,Good
Ótimo Smartphone,"Produto de ótima qualidade parabéns pelo vendedor pelo excelente atendimento e pelo produto, só que comprementeu foi a empresa transportadora que atrasou, fora isso tá tudo ok.",5.0,28/01/2020,Good
Muito bom!,Vale a pena pelo custo x benefício. A câmera é muito boa e a duração da bateria excelente.,5.0,7/01/2020,Good
Tudo que eu queria,"Produto sem explicação, ele é dem ais. Do jeito que eu pensei e precisava.",5.0,8/04/2021,Good
Ótimo produto,Produto lacrado e conforme o padrão Xiaomi. Só o carregador que não veio no padrão nacional.,4.0,19/03/2020,Good
"Qualidade, custo beneficio, é xiaomi","Celular top em todos os aspectos, bate de frente com os top de linha de outras marcas que são caro pra caramba.",5.0,7/12/2019,Good
Avaliação,"Chegou super rápido, dentro do previsto, aparelho super completo, o melhor custo benefício do mercado",5.0,4/03/2020,Good
É XIAOMI PAI,É XAIOMI NÉ! NADA MAIS NADA MENOS QUE EXCELÊNCIA!,5.0,10/04/2020,Good
Muito bom,Produto de ótima qualidade,5.0,20/10/2020,Good
NÃO ME ARREPENDO,"Camera muito boa mesmo, vc pode personalizar tudo no celular, a bateria deixa desejar",5.0,9/03/2020,Good
Muito bom!,"Eu amei o produto, chegou em dois dias.Obrigada pelo atendimento e compraria novamente!",5.0,10/03/2020,Good
Produto Impecavel,"O aparelho superou minhas expectativas, consigo jogar com qualidade e a câmera dele é sensacional !",5.0,27/01/2020,Good
Ótimo custo benefício,"Excelente aparelho! Apenas a câmera frontal que deixa um pouco a desejar, mas nada que a gcam não resolva!",5.0,9/01/2020,Good
Produto de qualidade,"Produto bom, atende a expectativa.",5.0,26/11/2020,Good
Amei 😍,Maravilhoso estou muito satisfeito,5.0,26/09/2020,Good
otimo aparelho,"camera excelente, desempenho excelente, pelo preço compensou muito em relação a outras marcas.",5.0,4/02/2020,Good
Gostando bastante,Tudo ok até o momento e capacidade de armazenamento absurda de tao bom.Excelente custo benefício!,5.0,31/01/2020,Good
Ok,Excelente celular para quem utiliza pra vida cotidiana!,5.0,16/06/2020,Good
"BBB, bom, bonito e barato. Recomendo.","Ótimo celular, a bateria e muito boa, eu estou carregando a cada dois dias.",5.0,21/11/2019,Good
top.....,sensacional e a entrega perfeita antes do tempo previsto.,5.0,28/08/2020,Good
avaliação,Produto muito bom. correspondeu as minhas expectativa e chegou antes do esperado,5.0,10/06/2020,Good
Ótimo produto,"Chegou no tempo previsto, veio tudo certo, nem amassos na caixa, com carregador e capa. Sem reclamacoes.",5.0,22/01/2020,Good
Intermediário,"Celular intermediário bem acertadinho... coisa linda pelo preço, famoso custo-benefício Xiaomi",5.0,2/07/2020,Good
Amazon melhor site de entregas online,"Muito bom o produto a entrega melhor ainda,foi entregue antes da data prevista muito obrigado Amazon.",5.0,12/02/2020,Good
Perfeito,"Amei, rápido  envio (2 dias), celular em perfeitas condições, caixa lacrada, nada a reclamar. Podem confiar",5.0,17/01/2020,Good
Excelente pelo custo benefício!,"Produto muito bom, vendedor antecioso e ainda chegou antes do prazo de entrega. Parabéns a Amazon e ao vendedor!",5.0,12/12/2019,Good
Satisfeita,"Excelente produto, entrega rápida, vendedor confiável. Atendeu as expectativas.",5.0,30/12/2020,Good
Perfeito,"Atendeu as minhas expectativas. É um ótimo aparelho, ainda mais levando em conta o preço.",5.0,25/03/2020,Good
bão,bão demais sô,5.0,21/12/2021,Good
"Ótimo aparelho, vale muito a pena.. até de ser lindo é claro",A bateria tem bastante durabilidade mesmo ultilizando o smartphone durante todo o dia,5.0,23/02/2020,Good
Não recomendo,Produto entregue sem NF e apresentou defeito com pouquíssimo tempo de uso,1.0,5/10/2020,Bad
Melhor custo benefício,"Excelente aparelho, atendeu todas as expectativas, e chegou muito rápido.",5.0,20/09/2020,Good
Qualidade excelente,"Produto de ótimo qualidade, correspondeu todas as minhas expectativas....",5.0,5/10/2020,Good
Ótimo produto,"Ótimo produto, custo benefício para usuários leigos e até mais avançados.",5.0,4/08/2020,Good
Gostei da compra!,Chegou rápido e o vendedor tirou todas as minhas dúvidas. Amei o celular!,5.0,22/09/2020,Good
Muito bom,Comprei pra meu irmão e ele amou! Veio com capinha e película de brinde!!,5.0,9/02/2021,Good
...,"Uma equipe sensacional , deu todo suporte nas minha dúvidas,  celular de qualidade chegou perfeito 😍😍🤗",5.0,30/01/2020,Good
"Excelente,","Aparelho muito bom , pra quem procura uma boa bateria e um ótimo custo benefício este e um dos melhores aparelhos",5.0,30/03/2020,Good
Maravilha,Muito bom!!! Chegou muito rapido. Antes do tempo esperado. Tô amando o celular. Melhor celular que já tive!!!,5.0,13/11/2019,Good
Otimo,Muito bom.. adoro a marca .. nada do que reclamar,5.0,28/11/2021,Good
Que é bom,"O celular promete tudo, porém é o que mais emite radiação (a marca xiaomi). Mas, é um ótimo aparelho",4.0,18/02/2020,Good
"Celular bom, bonito e barato","Gostei do meu Redmi note 8. Sem reclamações. Sobre a entrega e o vendedor, tudo ótimo também.",5.0,8/04/2020,Good
Excelente produto recomendo,Produto muito bom cumpre o que promete...,5.0,14/01/2022,Good
